,root_pos,root_vel,root_orn,root_ang_vel,com_pos,com_vel,back_bkz_orn,back_bkz_vel,back_bkx_orn,back_bkx_vel,neck_ry_orn,neck_ry_vel,r_leg_hpy_orn,r_leg_hpy_vel,r_leg_kny_angel,r_leg_kny_vel,r_leg_akx_orn,r_leg_akx_vel,r_arm_ely_orn,r_arm_ely_vel,r_arm_elx_angle,r_arm_elx_vel,l_leg_hpy_orn,l_leg_hpy_vel,l_leg_kny_angel,l_leg_kny_vel,l_leg_akx_orn,l_leg_akx_vel,l_arm_ely_orn,l_arm_ely_vel,l_arm_elx_angle,l_arm_elx_vel,l_leg_akx_pos,r_leg_akx_pos
10,"[-0.018025209677833387, 0.014090362262319633, -0.007592854557681171]","[-0.3337132763427959, 0.3795844122746344, 0.12093646245283601]","(0.004961276863422467, 0.04722719175971212, 0.08073173531755753)","[-2.563111105553274, -4.5857107401367045, 0.7164217071909584]",[-0.09434708  0.40995765 -0.04132386],[ 1.05588472 -0.25917413 -0.21307347],"(0.005280592199033397, 0.04541698196854049, 0.021584364420539875)","[-1.7892117383950978, 0.8061287328117428, 0.14645419992487083]","(-0.006367513424899562, 0.20381934414862493, 0.006381381405651932)","[-0.059944379847410634, -0.3510932731711158, -0.013538828517951434]","(-0.01599343731534213, 0.1214721034716504, 0.008522187763444126)","[0.05247092305785327, -1.2800571884996321, -9.07102684239644e-05]","(-0.018975849036211048, -0.16633262393438294, -0.07377652054570977)","[0.16521830273137983, -0.2695709435096306, -0.008618968398267387]",0.15887018489379232,-1.3854886177030847,"(-0.15521520567234162, 0.00984052577509462, -0.18164376768930113)","[-0.6139767745748345, -0.7394422626109768, 0.0024245173012440785]","(-0.22795918344892036, 0.5008901453329293, 0.10803761673255254)","[0.2648422509752364, 3.7676070679010074, -3.7676070679010074]",-0.1237865042091133,-3.29410622356823,"(-0.19309290382095545, 0.7022526560721036, 0.23716268990573883)","[-0.966336738968339, -1.3554446171696626, -1.8586493485282032]",0.24206379274526296,-0.002021340331170851,"(-0.06197288119502646, 0.30500264541222316, 0.07755157383447532)","[-3.924061059079254, 3.6316081230039656, -0.731820644676139]","(0.23161862421500776, 0.04804271778275796, -0.37869945902452024)","[0.6127102017118107, -1.5532288255287983, 1.5532288255287983]",-0.006480592528543383,0.24067694909461188,"[0.15270533024704203, 0.05150918225226424, -0.15932186440826857]","[0.2460872073329503, -0.0844555792477576, 0.033543741230657106]"
11,"[-0.019342908691659444, 0.013753559079335731, -0.007068019266522357]","[-0.376977781798996, 0.1862997713541806, 0.37423083990319683]","(0.01635080263189779, 0.060851676113889495, 0.0868303700232721)","[-2.6300598660205763, -0.8246671707939913, 1.3775235516832187]",[-0.09424262  0.40942521 -0.04354559],[ 1.05342285 -0.25646085 -0.22003153],"(0.0161299293572507, 0.05915280011313604, 0.02242995262225465)","[-1.6530419948284498, 1.1704890030093715, 0.11915735031966221]","(-0.006419027399962866, 0.22091761054366216, 0.006375371228462113)","[-0.10457271762207397, -0.3625564982474897, 0.010693757917639825]","(-0.016482724580463043, 0.1344180147613718, 0.008706982281617094)","[0.016101527173153374, -1.3598034704412962, 0.02573545261225205]","(-0.019479856396527873, -0.1638516343378434, -0.07386159201732011)","[0.16618570655850345, -0.5318294515080119, -0.018616739238085676]",0.16854614527598638,-1.0377605822204072,"(-0.16291515174199658, 0.011081005766375529, -0.19888965573379658)","[-0.4488832808158914, -0.5028081800776442, -0.005852315870087758]","(-0.21547762850215033, 0.4895683759760914, 0.12625935628280288)","[0.3727351030743395, 3.7024577298445838, -3.7024577298445838]",-0.13700084892996162,-3.470961871561134,"(-0.20509349658328357, 0.6940867907336885, 0.22120975140013938)","[-1.0032680893172214, -1.6069949502690168, -1.9790481835184246]",0.2517056976482582,-0.018590061778764322,"(-0.06441850173038319, 0.30408029717379065, 0.05924992354249859)","[-2.781120209052463, 0.09370032374620914, -1.4068420198290168]","(0.2247762819676256, 0.03366400076186213, -0.3827473436722058)","[0.770095687692051, -1.4362061154677201, 1.4362061154677201]",-0.00867671807861306,-0.2778996887189845,"[0.15245848778347548, 0.04836813828060209, -0.16666803898263613]","[0.2462125659880851, -0.08623668676571097, 0.032884875715977605]"
12,"[-0.020819204111281353, 0.012928091922710494, -0.005861548528180703]","[-0.35431090070923865, 0.176298447020788, 0.368188920662199]","(0.026684127234042114, 0.06369851755969076, 0.09351058819300843)","[-2.4258293337642556, -1.1189068981385435, 1.5091390581538433]",[-0.09456575  0.40848097 -0.04480641],[ 1.05525301 -0.25651318 -0.22480407],"(0.02661205982225219, 0.06212786936228498, 0.022571799792954778)","[-1.4750989146948976, 1.2789596004695432, 0.09773881941173485]","(-0.0047311914576345536, 0.21749887805110985, 0.008007997230743904)","[-0.1451742068892851, -0.366010807542345, 0.03265514283300935]","(-0.015323689921559584, 0.1267343916179717, 0.0103921273167193)","[-0.02121036119083168, -1.38968228913644, 0.048886579827392196]","(-0.023743686987193393, -0.1672877768197768, -0.07004092316513841)","[0.1445388916404337, -0.6073905165610881, -0.017199674680289916]",0.18214101162386376,-0.9151691939941085,"(-0.15883430586412134, 0.012097552695459588, -0.2168335657870765)","[-0.4058357966334707, -0.45036165223851304, -0.004793514430223311]","(-0.2002778205376272, 0.4760715914011586, 0.14580816815660536)","[0.4869777574297794, 3.537952839826062, -3.537952839826062]",-0.15015062904711407,-3.5786341355928686,"(-0.20622923468357168, 0.6780844851654484, 0.21139306368204652)","[-0.8987173873586636, -1.8584606442245304, -1.905868590885711]",0.25772064670509237,-0.01612061469533166,"(-0.05612585393819469, 0.29626328092559806, 0.04107823305764625)","[-2.6718558705482898, -1.323451934145488, -1.437719708217859]","(0.23018741976299154, 0.040752383456893436, -0.39048607357325305)","[0.9315973539019307, -1.1687233764181628, 1.1687233764181628]",-0.012973526221514653,-0.7032008329715312,"[0.15018887847154805, 0.04498962783982721, -0.1662839143974153]","[0.24541338485745967, -0.0879517960930798, 0.032201828437237526]"
13,"[-0.022255033382318268, 0.01211066495534141, -0.004696562687973084]","[-0.34459902504886086, 0.1663420714686191, 0.3662592752406916]","(0.03644293215348715, 0.0665812462292034, 0.10088272818443271)","[-2.2767750717902047, -1.2674675172530283, 1.546491479016284]",[-0.09487994  0.40753171 -0.04608045],[ 1.05865479 -0.25689842 -0.22945446],"(0.03655424535800821, 0.0651806798866004, 0.02273045728755719)","[-1.3454692459117354, 1.2986889767359289, 0.08498953670686854]","(-0.0029238505868662184, 0.21404493909273342, 0.009703718579973696)","[-0.17266997351761243, -0.37257857525994365, 0.050226109555725394]","(-0.014048612322321775, 0.11906720919001004, 0.012133191598386469)","[-0.05002068646176117, -1.3840174210951428, 0.0671626784815997]","(-0.02792525111441242, -0.1707736744606969, -0.06619751325046226)","[0.12052048750195676, -0.6197770242527368, -0.014785927687520538]",0.19583184953441563,-0.8921360189522443,"(-0.1548654612452714, 0.013215451312532206, -0.2348101648028831)","[-0.37268332854855596, -0.4116917050803312, -0.003359437033714562]","(-0.18500900353991542, 0.46295968934940634, 0.16510329539417215)","[0.5960033374432435, 3.373886448025213, -3.373886448025213]",-0.16348168338813646,-3.6221399493216775,"(-0.20714806874105382, 0.6612975939137464, 0.20242575255620557)","[-0.7839391110155938, -2.0700399630564967, -1.814576355446422]",0.26374793886673015,-0.013158269542457524,"(-0.04807083349582725, 0.28569975137539877, 0.023209550143671032)","[-2.547990169997593, -2.000371394357364, -1.401678522018278]","(0.23612310744280576, 0.046799957379119086, -0.3987728683998861)","[1.0776977775321468, -0.8790487651079015, 0.8790487651079015]",-0.018570290391081934,-1.0151902793712921,"[0.14729266273903663, 0.041319607471321906, -0.166061618765104]","[0.2445782097905838, -0.08979347614143032, 0.03154457965367686]"
14,"[-0.023683576698468323, 0.011290962632202861, -0.0035724539382805936]","[-0.3428503958760265, 0.15653156974498875, 0.36680536062535496]","(0.045782218474213335, 0.06928669580747517, 0.1085299468197643)","[-2.1712781544581565, -1.3185554247311084, 1.5312171747288996]",[-0.09517772  0.40657617 -0.04736815],[ 1.0630239  -0.25739923 -0.23395875],"(0.04611596789814979, 0.06811191316994455, 0.02291713093231924)","[-1.25349266169415, 1.2708022723312369, 0.07710378657850737]","(-0.0010418330717507532, 0.21053670929648025, 0.011442960425742223)","[-0.1900866352307781, -0.38346066940559187, 0.06338263066370875]","(-0.012693903042669827, 0.11145843228486653, 0.013909527994895966)","[-0.07048620400141109, -1.367968223028977, 0.08082046420139308]","(-0.032027560255108695, -0.1742036550762955, -0.06233422785291907)","[0.0977165944302082, -0.6066652896598986, -0.012487064757285874]",0.20945060279450484,-0.9094363350632666,"(-0.15099294641947922, 0.014420195410703109, -0.2528150923288511)","[-0.34213385197284035, -0.3767141903904474, -0.002186254773722302]","(-0.16966746892643442, 0.4501555821131519, 0.18420539581610637)","[0.6979118119167671, 3.2286681940400683, -3.2286681940400683]",-0.1767974642441274,-3.6184743129141355,"(-0.20791718202354967, 0.6438797734557027, 0.194090951099819)","[-0.6888386231639133, -2.2388322373424883, -1.7510254152936238]",0.2697854905269454,-0.010695989883870993,"(-0.04030941830622052, 0.2735731119894178, 0.00546812979454201)","[-2.4191472587203537, -2.392042481531496, -1.3827116029731767]","(0.24252113717779003, 0.05195759945350921, -0.4074696165880541)","[1.2062886063756744, -0.6303000664584817, 0.6303000664584817]",-0.0250629669540004,-1.2302092537755818,"[0.14385049368769265, 0.03744480158655075, -0.16598505980536218]","[0.24370710294241926, -0.09175852547257972, 0.030912214439963254]"
15,"[-0.025125807579578385, 0.0104622913787078, -0.0024903704830488917]","[-0.3461354114664076, 0.14644549907439927, 0.3689579039109476]","(0.054808895979115584, 0.07170097223942214, 0.11617975548047002)","[-2.096295969673248, -1.3070727465859004, 1.485881645020248]",[-0.09545464  0.40561403 -0.04866951],[ 1.06801946 -0.25794819 -0.23826831],"(0.055405289054010286, 0.07081291938148106, 0.023130229685621513)","[-1.1872161202017666, 1.2169176875791279, 0.07127042305668943]","(0.0008807315120320118, 0.20695627051311052, 0.013207337721005932)","[-0.2000667147874882, -0.39850299579814874, 0.07239497365659012]","(-0.011289973669654611, 0.10390881650679196, 0.015702985359154518)","[-0.08403876788118725, -1.3515844530821597, 0.09024628475176333]","(-0.036056708069535856, -0.17754006664069197, -0.05845395377089615)","[0.07670475642098766, -0.5844864307464612, -0.010478514908958687]",0.2229425007859537,-0.939881599536962,"(-0.1472036067946746, 0.015700608990575175, -0.2708447745592099)","[-0.3138403486428536, -0.3447367280087772, -0.001257485929625541]","(-0.1542491739532989, 0.4375629955914599, 0.2031828985282088)","[0.792597470671384, 3.106825649580827, -3.106825649580827]",-0.18996136773131062,-3.5820237444002467,"(-0.20858601050858486, 0.6259451037036164, 0.1861726834279924)","[-0.6161328699740773, -2.373650256974803, -1.7184508888374885]",0.27583138967939574,-0.008692591747453349,"(-0.03283383489993411, 0.26042651087869645, -0.012309767907542497)","[-2.30097157040477, -2.6526120200181498, -1.3906941061720977]","(0.24931980234346496, 0.056395520059978305, -0.41646040799815265)","[1.3173650707269107, -0.4262674917609633, 0.4262674917609633]",-0.0321232499755047,-1.3664348038361789,"[0.1399153516086301, 0.03341782149630193, -0.16603714189236798]","[0.2427990016676968, -0.09384500108683458, 0.030304544889599973]"
16,"[-0.02659270781037537, 0.009620983043493347, -0.0014490388810808668]","[-0.3520560553912886, 0.13666505429111678, 0.37199080352356717]","(0.06358119898983519, 0.07376690683565236, 0.12364716345551957)","[-2.039128920226257, -1.253921108102904, 1.4235136989209614]",[-0.09570792  0.40464518 -0.04998397],[ 1.07345531 -0.2584355  -0.24219503],"(0.06447955248286467, 0.07322676317913791, 0.02336389931663234)","[-1.1346721025117448, 1.1494010564020418, 0.06641219238090845]","(0.00282957022112263, 0.20329184013228924, 0.014985419077524965)","[-0.20710604981360267, -0.4163091105471262, 0.07886762547935514]","(-0.009848940137722062, 0.09641552463414962, 0.017502637677880534)","[-0.09490845960165771, -1.335789877362071, 0.09706274912602972]","(-0.040022707982259334, -0.18077950216003094, -0.05455880693894597)","[0.058292954260470854, -0.5615038104362079, -0.0087615459827365]",0.23630357192876772,-0.9712800432093156,"(-0.14348369086681276, 0.017045729546185825, -0.28889582495063487)","[-0.2879938467697114, -0.3157487794703946, -0.000477368158335706]","(-0.1388427741750316, 0.42556770585940223, 0.22177415442257167)","[0.8911022270970582, 2.8834664653705313, -2.8834664653705313]",-0.20280577786971615,-3.5053453406936357,"(-0.20918748156021952, 0.6075718781854067, 0.17850079439309313)","[-0.5614794098057979, -2.484254638819339, -1.7115504586936359]",0.28188418119236075,-0.007038425223930611,"(-0.025598792635797778, 0.246563904080657, -0.030246243723390482)","[-2.1994915299137103, -2.840286082367345, -1.4209663794382656]","(0.25646652375371437, 0.06026611494146449, -0.42565307166988386)","[1.4133368988063655, -0.2618602338968705, 0.2618602338968705]",-0.03950293390960924,-1.4430910228602338,"[0.13552443343779097, 0.02927672869482724, -0.16620078548303507]","[0.24185295789706807, -0.09605048447077474, 0.029721781725753536]"
17,"[-0.02808999849895988, 0.008765069117621316, -0.0004473791250528044]","[-0.35934976526029117, 0.12714381126552599, 0.3754961452814157]","(0.07213731373476648, 0.0754550561761447, 0.13081390192566889)","[-1.9939973121756571, -1.175002173441789, 1.3506894175088096]",[-0.09593567  0.40366995 -0.05130986],[ 1.07921953 -0.25878185 -0.24566631],"(0.07337485171893962, 0.07532137813350823, 0.02360726144546156)","[-1.0909476164654255, 1.0740761969914427, 0.061252918864101565]","(0.004796705649655656, 0.19953621720209144, 0.016765180792426393)","[-0.21279148104097498, -0.43582826086747084, 0.08265721738328298]","(-0.008377379518139003, 0.08897175326283865, 0.019297164457374696)","[-0.10444668219312507, -1.3215801794477595, 0.10115432431021969]","(-0.043934050673072766, -0.18392844628724708, -0.050650633609447666)","[0.042024448319048224, -0.5401043115344584, -0.0073090642875847465]",0.24954490397843304,-1.0000174255650196,"(-0.13982143058050167, 0.018447183065530122, -0.30696502680298043)","[-0.26422912903360374, -0.28919720924156894, 0.00018295552945087198]","(-0.12348227769460259, 0.4142979485685694, 0.23987876138733746)","[0.9870153502541428, 2.626821448700608, -2.626821448700608]",-0.21521063478851804,-3.399852567988757,"(-0.20973757672537874, 0.5888167887017143, 0.1709595152083712)","[-0.519855911311421, -2.5774534072791764, -1.7221185742121272]",0.2879425505087373,-0.005699752405146141,"(-0.018575823746135728, 0.23216957007833458, -0.04842479162010895)","[-2.10770756814376, -2.984603250873004, -1.466940583545219]","(0.2639128674787615, 0.0636846526077424, -0.43496734217714855)","[1.4954546681658234, -0.12808562676261903, 0.12808562676261903]",-0.04701309992566552,-1.4744067225286568,"[0.13070673275656897, 0.02504965674399906, -0.16646043502378116]","[0.24086795676583012, -0.09837243176624831, 0.029164395629430948]"
18,"[-0.029620402975104376, 0.007893596905167444, 0.0005153384735281053]","[-0.3672970742746706, 0.11779769347820931, 0.379230134061034]","(0.08050347434032042, 0.07675181686404471, 0.13760858536372209)","[-1.9572251443959714, -1.081387972480821, 1.271381185622888]",[-0.09613653  0.40268899 -0.05264515],[ 1.08524678 -0.25894933 -0.24869495],"(0.08211474185913291, 0.07707891539320955, 0.023847762670863852)","[-1.0531195668323832, 0.9942813815093194, 0.05528709913534114]","(0.006777083642870241, 0.19568558002383463, 0.018535301625866474)","[-0.21781055119466525, -0.45628542874814976, 0.08390139453777573]","(-0.0068793573796296845, 0.08156992134591651, 0.021075974279185804)","[-0.1132295864123303, -1.3091786809118031, 0.10267469177685534]","(-0.047797105361814717, -0.18699493407767948, -0.04673081553815992)","[0.02733712914894175, -0.5206825152425212, -0.006067929033425623]",0.26268018537067594,-1.0254695833463818,"(-0.1362061479901178, 0.019897788728400635, -0.32504966184308903)","[-0.2423673501747297, -0.26481076126346004, 0.0007538990183766619]","(-0.108177513503203, 0.4037273624265125, 0.25748831866880906)","[1.0762554193296638, 2.3772237794407527, -2.3772237794407527]",-0.22710130673572076,-3.2764481748049596,"(-0.21024096164569625, 0.5697232202923037, 0.16347612325605632)","[-0.48707982269598443, -2.6580035647645905, -1.7433288447384623]",0.29400540014426774,-0.004624475808224032,"(-0.01174009713543668, 0.2173643270926044, -0.06689488263775979)","[-2.0223207379184984, -3.101259711298964, -1.5220513154145627]","(0.2716138975046982, 0.0667405167594645, -0.4443326678446912)","[1.5647577810346553, -0.018779137066105178, 0.018779137066105178]",-0.05451203194256263,-1.4717105627304552,"[0.12548610550993433, 0.020757910771553506, -0.16680136145400404]","[0.23984258131043285, -0.10080892898098004, 0.028633052267667693]"
19,"[-0.029620402975104376, 0.007893596905167444, 0.0005153384735281053]","[-0.3672970742746706, 0.11779769347820931, 0.379230134061034]","(0.08050347434032042, 0.07675181686404471, 0.13760858536372209)","[-1.9572251443959714, -1.081387972480821, 1.271381185622888]",[-0.09163082  0.4016119  -0.05368342],[ 1.0852004  -0.25821354 -0.24957187],"(0.08211474185913291, 0.07707891539320955, 0.023847762670863852)","[-1.0531195668323832, 0.9942813815093194, 0.05528709913534114]","(0.006777083642870241, 0.19568558002383463, 0.018535301625866474)","[-0.21781055119466525, -0.45628542874814976, 0.08390139453777573]","(-0.0068793573796296845, 0.08156992134591651, 0.021075974279185804)","[-0.1132295864123303, -1.3091786809118031, 0.10267469177685534]","(-0.047797105361814717, -0.18699493407767948, -0.04673081553815992)","[0.02733712914894175, -0.5206825152425212, -0.006067929033425623]",0.26268018537067594,-1.0254695833463818,"(-0.1362061479901178, 0.019897788728400635, -0.32504966184308903)","[-0.2423673501747297, -0.26481076126346004, 0.0007538990183766619]","(-0.108177513503203, 0.4037273624265125, 0.25748831866880906)","[1.0762554193296638, 2.3772237794407527, -2.3772237794407527]",-0.22710130673572076,-3.2764481748049596,"(-0.21024096164569625, 0.5697232202923037, 0.16347612325605632)","[-0.48707982269598443, -2.6580035647645905, -1.7433288447384623]",0.29400540014426774,-0.004624475808224032,"(-0.01174009713543668, 0.2173643270926044, -0.06689488263775979)","[-2.0223207379184984, -3.101259711298964, -1.5220513154145627]","(0.2716138975046982, 0.0667405167594645, -0.4443326678446912)","[1.5647577810346553, -0.018779137066105178, 0.018779137066105178]",-0.05451203194256263,-1.4717105627304552,"[0.12548610550993433, 0.020757910771553506, -0.16680136145400404]","[0.23984258131043285, -0.10080892898098004, 0.028633052267667693]"
20,"[-0.031365739272175674, 0.0068988023694264156, 0.0013428371225848732]","[-0.3928939804678928, -0.004547693097127395, 0.4122371357157346]","(0.08805286233763003, 0.07756051016762784, 0.14235633178469978)","[-1.9354341048449468, -1.2471758036017284, 0.6373984588142186]",[-0.09631321  0.40159272 -0.0540012 ],[ 1.0929548  -0.23979806 -0.24056958],"(0.08990489739624195, 0.07843916882874881, 0.024730110864256295)","[-0.719919217842311, 0.6476265073903048, 0.13559796011740094]","(0.008970756032025785, 0.1923548770833203, 0.020588402317824963)","[-0.2633713268803982, -0.5193460625873905, 0.18523867825697723]","(-0.005054252017110291, 0.07604972128884796, 0.023100194138807466)","[-0.19830622798393077, -1.0468398674714001, 0.1975681951686123]","(-0.05122578461835898, -0.18623641956454248, -0.04139574332955543)","[-0.13051413224139757, 0.19259572337193553, 0.010916269415649462]",0.2725006516792505,-2.277401072285432,"(-0.1302383979157346, 0.02179234920048477, -0.34629558597461874)","[-0.26254267122597524, -0.2747436991636124, 0.0058315424338160875]","(-0.09309048267789138, 0.39057132824950747, 0.27488575005692956)","[1.0395533939886419, 2.6600549469712833, -2.6600549469712833]",-0.2356509070167302,-2.6495199060597683,"(-0.21117409345237928, 0.55366614993138, 0.1530333725833246)","[-0.8766308614444894, -2.428688584266101, -2.3318720173622753]",0.30127241868076554,-0.00017702115526518902,"(-0.001428425653630391, 0.20794631478755687, -0.08497671566623728)","[-2.2625628348453954, -1.9200961930537364, -2.087113935227828]","(0.2797746912255612, 0.07207435430968939, -0.45256801164236576)","[1.6416469206686326, -0.7572452656549076, 0.7572452656549076]",-0.06280616890125178,-1.844685842508273,"[0.12050833655990623, 0.016495066513127703, -0.16709671624361616]","[0.2384118031074844, -0.10334721159382422, 0.027903898091300713]"
21,"[-0.03319675763097485, 0.005687146205020532, 0.002102417749604332]","[-0.439444406111812, -0.04111958627279978, 0.41413241285476454]","(0.09563692139349808, 0.07908391618556045, 0.1446073552408474)","[-1.7756374834965292, -0.4993458406687694, 0.3137087544393005]",[-0.09646421  0.40037012 -0.05534507],[ 1.10070094 -0.22587275 -0.23448464],"(0.0974609567534704, 0.08060887005100162, 0.02659342398176193)","[-0.48178244233907463, 0.391760024786016, 0.2206049083744812]","(0.011296407947864837, 0.19019743726918215, 0.022810490679291806)","[-0.3005896104417681, -0.5750256738061976, 0.28400284088398275]","(-0.0030914257726409123, 0.07214301772941344, 0.025288799271364824)","[-0.2478904519357674, -0.9983427471556411, 0.29455580720494345]","(-0.054729825717907306, -0.1827865505209831, -0.03347374446844701)","[-0.20553886270210117, 0.47572193612064206, 0.015168610646623393]",0.2834515633223951,-2.814808926754133,"(-0.12046889507075477, 0.0247515171114896, -0.37319008722284247)","[-0.23639474545628322, -0.2412111200634786, 0.005717655564609395]","(-0.07804434349031214, 0.3744441966013611, 0.2920470140875065)","[1.016618581414191, 2.8321703715175905, -2.8321703715175905]",-0.2407522191068459,-2.1319112054799056,"(-0.21295963421968694, 0.5427981536139866, 0.1414712643463908)","[-1.0525699626797376, -2.239608040522092, -2.564123946839527]",0.3106364451482509,-0.001133587801109892,"(0.012815449398748551, 0.20076377309717358, -0.0992074639245735)","[-2.0624265543944675, -1.5924625383281839, -2.378184777946064]","(0.2884311598614595, 0.07728342515632333, -0.4588570170546622)","[1.6836539831216335, -1.1170347954638236, 1.1170347954638236]",-0.07033606342764377,-1.984001759417,"[0.1157785039097563, 0.011822603894100336, -0.16763611634854964]","[0.23626466845027888, -0.10594626831384667, 0.026811271010272204]"
22,"[-0.03517931086263948, 0.004473471742522106, 0.0027603475681568165]","[-0.4758127755994961, -0.0655157803048733, 0.41461680439693654]","(0.10254094629433462, 0.07976587908740682, 0.14501708803500574)","[-1.6471121819984642, -0.07641838981075053, 0.07304029022729348]",[-0.0965862   0.39919517 -0.05666103],[ 1.10888662 -0.21443539 -0.23043343],"(0.1043064959156675, 0.0819057059601857, 0.0286477760450009)","[-0.30659176661171494, 0.19220063365357445, 0.2817108666252087]","(0.013812477199010015, 0.18780792048881434, 0.02532335082062582)","[-0.3334016272207647, -0.6273639168971797, 0.35427714631083934]","(-0.0009591106861241308, 0.06815459234451594, 0.02776170674131979)","[-0.284498718037766, -1.0157098112142582, 0.36462816998493375]","(-0.05800347286814745, -0.17864913708429372, -0.025597955497601375)","[-0.25387360649413226, 0.6428317189278158, 0.017238124574209902]",0.2932075832127424,-3.101582947425472,"(-0.11082750789937244, 0.027805891590603336, -0.40007836821060583)","[-0.21570496272152043, -0.21492818274264078, 0.005581202325041864]","(-0.06370311069450214, 0.35759485909656985, 0.3084886554129583)","[0.9961039195626968, 2.926391991146465, -2.926391991146465]",-0.24406016767264066,-1.7015039596429051,"(-0.21464456476480961, 0.5321926867425056, 0.1292196805355682)","[-1.1387526216560349, -2.1367803127188805, -2.7086803002544695]",0.3199987179645541,-0.0015544640848209057,"(0.026409383214840737, 0.19441031625524147, -0.114320366678265)","[-1.929247555470631, -1.4341476320590132, -2.5590262337119665]","(0.2971670313011394, 0.08333289093165547, -0.4647567792659614)","[1.7018536119865775, -1.3091635092802274, 1.3091635092802274]",-0.07791757226051683,-1.996389192972457,"[0.1109030497806286, 0.007270080773807808, -0.16820596622424916]","[0.23404969999708136, -0.10869367430263671, 0.025750814454817736]"
23,"[-0.03728575106061793, 0.0032612569860426266, 0.0033480009975668536]","[-0.5055456475148509, -0.08238211369906089, 0.41426647495240926]","(0.10892300180548031, 0.07976068543439443, 0.14441505686717426)","[-1.5412183550597902, 0.14836026588861725, -0.11739714019333962]",[-0.09667928  0.39805834 -0.05795618],[ 1.11715344 -0.20487446 -0.22759127],"(0.11061418854329837, 0.08247132798066521, 0.030822545777878897)","[-0.17468867044729694, 0.025289831088386436, 0.32635771768851424]","(0.016481119373575853, 0.18520532810828877, 0.028038001995540452)","[-0.3618655591675999, -0.6753783182838186, 0.40425314747241187]","(0.0013035763121165202, 0.0640121604186756, 0.03043414431699201)","[-0.3140278258626353, -1.0503825254497594, 0.4149510927534808]","(-0.061111005664330864, -0.17407490085555508, -0.017764503402092114)","[-0.28745747696874735, 0.7495839998127788, 0.01807577560274079]",0.3023209792587357,-3.255812670070426,"(-0.10129817084817734, 0.03094183673846534, -0.4269543896029684)","[-0.19738449951898016, -0.19251301633359183, 0.005370992092619939]","(-0.05004109075562758, 0.3402911213837642, 0.3241882735597153)","[0.980260025224722, 2.9621286748148914, -2.9621286748148914]",-0.24589019513594673,-1.3468028950455988,"(-0.21627191160121387, 0.5216908002878367, 0.11671202660614115)","[-1.1599851733581423, -2.0906479171481305, -2.774610955775954]",0.32936017123952205,-0.0017511540052757013,"(0.03943977418199501, 0.18846447660777993, -0.12992435435413857)","[-1.798703197293689, -1.3796741637442327, -2.6519362261563555]","(0.30591668754988693, 0.08982998778477684, -0.47019748970448)","[1.702621578089971, -1.4168356501517598, 1.4168356501517598]",-0.08525463581358973,-1.9377223258204181,"[0.1058421975424858, 0.002780987923333929, -0.16883720950564568]","[0.2317638045313023, -0.11159018128675273, 0.024725400825459223]"
24,"[-0.03949633538388009, 0.0020524107320579743, 0.003884659063206005]","[-0.5305402375829101, -0.09462100100407322, 0.4134580343536598]","(0.11489166441322855, 0.07915925644517299, 0.14330762231056196)","[-1.4515268974403404, 0.25181744814207163, -0.2762300957858425]",[-0.09674381  0.3969523  -0.05923509],[ 1.12537592 -0.19683473 -0.22547871],"(0.11650166599656309, 0.08239401271752822, 0.03306627854751871)","[-0.07232460428320328, -0.12144048388312256, 0.35942483901872424]","(0.019273429541687936, 0.1824080335917935, 0.030890516571387222)","[-0.38663923364031094, -0.7190030537843811, 0.4396720789889927]","(0.0036717663070762307, 0.059709006093234485, 0.033243978830392665)","[-0.33910297772625175, -1.0865110547560066, 0.4508929201101356]","(-0.06408916098806175, -0.16920002986117977, -0.009971524896952386)","[-0.3126071564537132, 0.8236309579131653, 0.01819658635723646]",0.3110903679103955,-3.3383744447104653,"(-0.09186717763718767, 0.034149924715580496, -0.4538133247180283)","[-0.1806816694798323, -0.17280268753170566, 0.0050996015189673175]","(-0.037026921317460736, 0.32272090975727585, 0.3391427023193415)","[0.96781291798817, 2.958565700104338, -2.958565700104338]",-0.246505027899797,-1.0551561671762248,"(-0.21786365005256045, 0.5111983856147353, 0.10425434280332035)","[-1.1388492566257291, -2.0807680787414142, -2.783208931099296]",0.33872131141391476,-0.0018262981433362357,"(0.05195856213909797, 0.18266159760381367, -0.14574842851225342)","[-1.6685343486032045, -1.3881539036800934, -2.6814703921258145]","(0.31463336859055124, 0.09654761865032498, -0.47513294331583167)","[1.6904422542248385, -1.477377314738755, 1.477377314738755]",-0.09218780836352355,-1.840788485067047,"[0.10057345643466631, -0.0016781019783233334, -0.16954635436433263]","[0.22940442232257452, -0.11463624649085351, 0.023737266139677034]"
